param,value,hit_rate,mean_ret
cooldown,10,0.4930555555555556,0.0005288297891850018
cooldown,20,0.5258620689655172,0.000839525094390014
cooldown,30,0.5148514851485149,0.0008559501728272292
cooldown,50,0.4880952380952381,0.0006769161659828952
lookback,20,0.5258620689655172,0.000839525094390014
lookback,30,0.5258620689655172,0.000839525094390014
lookback,50,0.5258620689655172,0.000839525094390014
lookback,75,0.5258620689655172,0.000839525094390014
lookback,100,0.5258620689655172,0.000839525094390014
